,country,date,case,death,population,density,size,ratio,ratio_death,start_date,start_death_date,age,age_death
3744.0,Iran,2020-01-26,0.0,0.0,83992.953,51.5752988855117,1628549.9999999984,0.0,0.0,2020-02-29,2020-02-24,-34.0,-29.0
3745.0,Iran,2020-01-27,0.0,0.0,83992.953,51.5752988855117,1628549.9999999984,0.0,0.0,2020-02-29,2020-02-24,-33.0,-28.0
3746.0,Iran,2020-01-28,0.0,0.0,83992.953,51.5752988855117,1628549.9999999984,0.0,0.0,2020-02-29,2020-02-24,-32.0,-27.0
3747.0,Iran,2020-01-29,0.0,0.0,83992.953,51.5752988855117,1628549.9999999984,0.0,0.0,2020-02-29,2020-02-24,-31.0,-26.0
3748.0,Iran,2020-01-30,0.0,0.0,83992.953,51.5752988855117,1628549.9999999984,0.0,0.0,2020-02-29,2020-02-24,-30.0,-25.0
3749.0,Iran,2020-01-31,0.0,0.0,83992.953,51.5752988855117,1628549.9999999984,0.0,0.0,2020-02-29,2020-02-24,-29.0,-24.0
3750.0,Iran,2020-02-01,0.0,0.0,83992.953,51.5752988855117,1628549.9999999984,0.0,0.0,2020-02-29,2020-02-24,-28.0,-23.0
3751.0,Iran,2020-02-02,0.0,0.0,83992.953,51.5752988855117,1628549.9999999984,0.0,0.0,2020-02-29,2020-02-24,-27.0,-22.0
3752.0,Iran,2020-02-03,0.0,0.0,83992.953,51.5752988855117,1628549.9999999984,0.0,0.0,2020-02-29,2020-02-24,-26.0,-21.0
3753.0,Iran,2020-02-04,0.0,0.0,83992.953,51.5752988855117,1628549.9999999984,0.0,0.0,2020-02-29,2020-02-24,-25.0,-20.0
3754.0,Iran,2020-02-05,0.0,0.0,83992.953,51.5752988855117,1628549.9999999984,0.0,0.0,2020-02-29,2020-02-24,-24.0,-19.0
3755.0,Iran,2020-02-06,0.0,0.0,83992.953,51.5752988855117,1628549.9999999984,0.0,0.0,2020-02-29,2020-02-24,-23.0,-18.0
3756.0,Iran,2020-02-07,0.0,0.0,83992.953,51.5752988855117,1628549.9999999984,0.0,0.0,2020-02-29,2020-02-24,-22.0,-17.0
3757.0,Iran,2020-02-08,0.0,0.0,83992.953,51.5752988855117,1628549.9999999984,0.0,0.0,2020-02-29,2020-02-24,-21.0,-16.0
3758.0,Iran,2020-02-09,0.0,0.0,83992.953,51.5752988855117,1628549.9999999984,0.0,0.0,2020-02-29,2020-02-24,-20.0,-15.0
3759.0,Iran,2020-02-10,0.0,0.0,83992.953,51.5752988855117,1628549.9999999984,0.0,0.0,2020-02-29,2020-02-24,-19.0,-14.0
3760.0,Iran,2020-02-11,0.0,0.0,83992.953,51.5752988855117,1628549.9999999984,0.0,0.0,2020-02-29,2020-02-24,-18.0,-13.0
3761.0,Iran,2020-02-12,0.0,0.0,83992.953,51.5752988855117,1628549.9999999984,0.0,0.0,2020-02-29,2020-02-24,-17.0,-12.0
3762.0,Iran,2020-02-13,0.0,0.0,83992.953,51.5752988855117,1628549.9999999984,0.0,0.0,2020-02-29,2020-02-24,-16.0,-11.0
3763.0,Iran,2020-02-14,0.0,0.0,83992.953,51.5752988855117,1628549.9999999984,0.0,0.0,2020-02-29,2020-02-24,-15.0,-10.0
3764.0,Iran,2020-02-15,0.0,0.0,83992.953,51.5752988855117,1628549.9999999984,0.0,0.0,2020-02-29,2020-02-24,-14.0,-9.0
3765.0,Iran,2020-02-16,0.0,0.0,83992.953,51.5752988855117,1628549.9999999984,0.0,0.0,2020-02-29,2020-02-24,-13.0,-8.0
3766.0,Iran,2020-02-17,0.0,0.0,83992.953,51.5752988855117,1628549.9999999984,0.0,0.0,2020-02-29,2020-02-24,-12.0,-7.0
3767.0,Iran,2020-02-18,0.0,0.0,83992.953,51.5752988855117,1628549.9999999984,0.0,0.0,2020-02-29,2020-02-24,-11.0,-6.0
3768.0,Iran,2020-02-19,2.0,2.0,83992.953,51.5752988855117,1628549.9999999984,0.0023811521426089165,0.0023811521426089165,2020-02-29,2020-02-24,-10.0,-5.0
3769.0,Iran,2020-02-20,5.0,2.0,83992.953,51.5752988855117,1628549.9999999984,0.005952880356522291,0.0023811521426089165,2020-02-29,2020-02-24,-9.0,-4.0
3770.0,Iran,2020-02-21,18.0,4.0,83992.953,51.5752988855117,1628549.9999999984,0.021430369283480247,0.004762304285217833,2020-02-29,2020-02-24,-8.0,-3.0
3771.0,Iran,2020-02-22,28.0,5.0,83992.953,51.5752988855117,1628549.9999999984,0.03333612999652483,0.005952880356522291,2020-02-29,2020-02-24,-7.0,-2.0
3772.0,Iran,2020-02-23,43.0,8.0,83992.953,51.5752988855117,1628549.9999999984,0.05119477106609171,0.009524608570435666,2020-02-29,2020-02-24,-6.0,-1.0
3773.0,Iran,2020-02-24,61.0,12.0,83992.953,51.5752988855117,1628549.9999999984,0.07262514034957195,0.0142869128556535,2020-02-29,2020-02-24,-5.0,0.0
3774.0,Iran,2020-02-25,95.0,16.0,83992.953,51.5752988855117,1628549.9999999984,0.11310472677392354,0.019049217140871332,2020-02-29,2020-02-24,-4.0,1.0
3775.0,Iran,2020-02-26,139.0,19.0,83992.953,51.5752988855117,1628549.9999999984,0.16549007391131967,0.022620945354784705,2020-02-29,2020-02-24,-3.0,2.0
3776.0,Iran,2020-02-27,245.0,26.0,83992.953,51.5752988855117,1628549.9999999984,0.29169113746959224,0.030954977853915915,2020-02-29,2020-02-24,-2.0,3.0
3777.0,Iran,2020-02-28,388.0,34.0,83992.953,51.5752988855117,1628549.9999999984,0.46194351566612973,0.04047958642435158,2020-02-29,2020-02-24,-1.0,4.0
3778.0,Iran,2020-02-29,593.0,43.0,83992.953,51.5752988855117,1628549.9999999984,0.7060116102835438,0.05119477106609171,2020-02-29,2020-02-24,0.0,5.0
3779.0,Iran,2020-03-01,978.0,54.0,83992.953,51.5752988855117,1628549.9999999984,1.1643833977357603,0.06429110785044075,2020-02-29,2020-02-24,1.0,6.0
3780.0,Iran,2020-03-02,1501.0,66.0,83992.953,51.5752988855117,1628549.9999999984,1.7870546830279919,0.07857802070609424,2020-02-29,2020-02-24,2.0,7.0
3781.0,Iran,2020-03-03,2336.0,77.0,83992.953,51.5752988855117,1628549.9999999984,2.7811857025672144,0.09167435749044328,2020-02-29,2020-02-24,3.0,8.0
3782.0,Iran,2020-03-04,2922.0,92.0,83992.953,51.5752988855117,1628549.9999999984,3.478863280351627,0.10953299856001014,2020-02-29,2020-02-24,4.0,9.0
3783.0,Iran,2020-03-05,3513.0,107.0,83992.953,51.5752988855117,1628549.9999999984,4.182493738492562,0.12739163962957703,2020-02-29,2020-02-24,5.0,10.0
3784.0,Iran,2020-03-06,4747.0,124.0,83992.953,51.5752988855117,1628549.9999999984,5.651664610482263,0.1476314328417528,2020-02-29,2020-02-24,6.0,11.0
3785.0,Iran,2020-03-07,5823.0,145.0,83992.953,51.5752988855117,1628549.9999999984,6.93272446320586,0.17263353033914644,2020-02-29,2020-02-24,7.0,12.0
3786.0,Iran,2020-03-08,6566.0,194.0,83992.953,51.5752988855117,1628549.9999999984,7.817322484185072,0.23097175783306487,2020-02-29,2020-02-24,8.0,13.0
3787.0,Iran,2020-03-09,7161.0,237.0,83992.953,51.5752988855117,1628549.9999999984,8.525715246611226,0.2821665288991566,2020-02-29,2020-02-24,9.0,14.0
3788.0,Iran,2020-03-10,8042.0,291.0,83992.953,51.5752988855117,1628549.9999999984,9.574612765430453,0.34645763674959734,2020-02-29,2020-02-24,10.0,15.0
3789.0,Iran,2020-03-11,9000.0,354.0,83992.953,51.5752988855117,1628549.9999999984,10.715184641740123,0.42146392924177817,2020-02-29,2020-02-24,11.0,16.0
3790.0,Iran,2020-03-12,10075.0,429.0,83992.953,51.5752988855117,1628549.9999999984,11.995053918392417,0.5107571345896126,2020-02-29,2020-02-24,12.0,17.0
3791.0,Iran,2020-03-13,11364.0,514.0,83992.953,51.5752988855117,1628549.9999999984,13.529706474303863,0.6119561006504916,2020-02-29,2020-02-24,13.0,18.0
3792.0,Iran,2020-03-14,12729.0,611.0,83992.953,51.5752988855117,1628549.9999999984,15.154842811634447,0.7274419795670239,2020-02-29,2020-02-24,14.0,19.0
3793.0,Iran,2020-03-15,13938.0,724.0,83992.953,51.5752988855117,1628549.9999999984,16.594249281841538,0.8619770756244278,2020-02-29,2020-02-24,15.0,20.0
3794.0,Iran,2020-03-16,14991.0,853.0,83992.953,51.5752988855117,1628549.9999999984,17.847925884925132,1.0155613888227029,2020-02-29,2020-02-24,16.0,21.0
3960.0,Italy,2020-01-22,0.0,0.0,60461.828,205.554593050928,294140.00000000023,0.0,0.0,2020-02-25,2020-02-26,-34.0,-35.0
3961.0,Italy,2020-01-23,0.0,0.0,60461.828,205.554593050928,294140.00000000023,0.0,0.0,2020-02-25,2020-02-26,-33.0,-34.0
3962.0,Italy,2020-01-24,0.0,0.0,60461.828,205.554593050928,294140.00000000023,0.0,0.0,2020-02-25,2020-02-26,-32.0,-33.0
3963.0,Italy,2020-01-25,0.0,0.0,60461.828,205.554593050928,294140.00000000023,0.0,0.0,2020-02-25,2020-02-26,-31.0,-32.0
3964.0,Italy,2020-01-26,0.0,0.0,60461.828,205.554593050928,294140.00000000023,0.0,0.0,2020-02-25,2020-02-26,-30.0,-31.0
3965.0,Italy,2020-01-27,0.0,0.0,60461.828,205.554593050928,294140.00000000023,0.0,0.0,2020-02-25,2020-02-26,-29.0,-30.0
3966.0,Italy,2020-01-28,0.0,0.0,60461.828,205.554593050928,294140.00000000023,0.0,0.0,2020-02-25,2020-02-26,-28.0,-29.0
3967.0,Italy,2020-01-29,0.0,0.0,60461.828,205.554593050928,294140.00000000023,0.0,0.0,2020-02-25,2020-02-26,-27.0,-28.0
3968.0,Italy,2020-01-30,0.0,0.0,60461.828,205.554593050928,294140.00000000023,0.0,0.0,2020-02-25,2020-02-26,-26.0,-27.0
3969.0,Italy,2020-01-31,2.0,0.0,60461.828,205.554593050928,294140.00000000023,0.0033078721999606096,0.0,2020-02-25,2020-02-26,-25.0,-26.0
3970.0,Italy,2020-02-01,2.0,0.0,60461.828,205.554593050928,294140.00000000023,0.0033078721999606096,0.0,2020-02-25,2020-02-26,-24.0,-25.0
3971.0,Italy,2020-02-02,2.0,0.0,60461.828,205.554593050928,294140.00000000023,0.0033078721999606096,0.0,2020-02-25,2020-02-26,-23.0,-24.0
3972.0,Italy,2020-02-03,2.0,0.0,60461.828,205.554593050928,294140.00000000023,0.0033078721999606096,0.0,2020-02-25,2020-02-26,-22.0,-23.0
3973.0,Italy,2020-02-04,2.0,0.0,60461.828,205.554593050928,294140.00000000023,0.0033078721999606096,0.0,2020-02-25,2020-02-26,-21.0,-22.0
3974.0,Italy,2020-02-05,2.0,0.0,60461.828,205.554593050928,294140.00000000023,0.0033078721999606096,0.0,2020-02-25,2020-02-26,-20.0,-21.0
3975.0,Italy,2020-02-06,2.0,0.0,60461.828,205.554593050928,294140.00000000023,0.0033078721999606096,0.0,2020-02-25,2020-02-26,-19.0,-20.0
3976.0,Italy,2020-02-07,3.0,0.0,60461.828,205.554593050928,294140.00000000023,0.004961808299940915,0.0,2020-02-25,2020-02-26,-18.0,-19.0
3977.0,Italy,2020-02-08,3.0,0.0,60461.828,205.554593050928,294140.00000000023,0.004961808299940915,0.0,2020-02-25,2020-02-26,-17.0,-18.0
3978.0,Italy,2020-02-09,3.0,0.0,60461.828,205.554593050928,294140.00000000023,0.004961808299940915,0.0,2020-02-25,2020-02-26,-16.0,-17.0
3979.0,Italy,2020-02-10,3.0,0.0,60461.828,205.554593050928,294140.00000000023,0.004961808299940915,0.0,2020-02-25,2020-02-26,-15.0,-16.0
3980.0,Italy,2020-02-11,3.0,0.0,60461.828,205.554593050928,294140.00000000023,0.004961808299940915,0.0,2020-02-25,2020-02-26,-14.0,-15.0
3981.0,Italy,2020-02-12,3.0,0.0,60461.828,205.554593050928,294140.00000000023,0.004961808299940915,0.0,2020-02-25,2020-02-26,-13.0,-14.0
3982.0,Italy,2020-02-13,3.0,0.0,60461.828,205.554593050928,294140.00000000023,0.004961808299940915,0.0,2020-02-25,2020-02-26,-12.0,-13.0
3983.0,Italy,2020-02-14,3.0,0.0,60461.828,205.554593050928,294140.00000000023,0.004961808299940915,0.0,2020-02-25,2020-02-26,-11.0,-12.0
3984.0,Italy,2020-02-15,3.0,0.0,60461.828,205.554593050928,294140.00000000023,0.004961808299940915,0.0,2020-02-25,2020-02-26,-10.0,-11.0
3985.0,Italy,2020-02-16,3.0,0.0,60461.828,205.554593050928,294140.00000000023,0.004961808299940915,0.0,2020-02-25,2020-02-26,-9.0,-10.0
3986.0,Italy,2020-02-17,3.0,0.0,60461.828,205.554593050928,294140.00000000023,0.004961808299940915,0.0,2020-02-25,2020-02-26,-8.0,-9.0
3987.0,Italy,2020-02-18,3.0,0.0,60461.828,205.554593050928,294140.00000000023,0.004961808299940915,0.0,2020-02-25,2020-02-26,-7.0,-8.0
3988.0,Italy,2020-02-19,3.0,0.0,60461.828,205.554593050928,294140.00000000023,0.004961808299940915,0.0,2020-02-25,2020-02-26,-6.0,-7.0
3989.0,Italy,2020-02-20,3.0,0.0,60461.828,205.554593050928,294140.00000000023,0.004961808299940915,0.0,2020-02-25,2020-02-26,-5.0,-6.0
3990.0,Italy,2020-02-21,20.0,1.0,60461.828,205.554593050928,294140.00000000023,0.0330787219996061,0.0016539360999803048,2020-02-25,2020-02-26,-4.0,-5.0
3991.0,Italy,2020-02-22,62.0,2.0,60461.828,205.554593050928,294140.00000000023,0.10254403819877891,0.0033078721999606096,2020-02-25,2020-02-26,-3.0,-4.0
3992.0,Italy,2020-02-23,155.0,3.0,60461.828,205.554593050928,294140.00000000023,0.25636009549694727,0.004961808299940915,2020-02-25,2020-02-26,-2.0,-3.0
3993.0,Italy,2020-02-24,229.0,7.0,60461.828,205.554593050928,294140.00000000023,0.3787513668954898,0.011577552699862135,2020-02-25,2020-02-26,-1.0,-2.0
3994.0,Italy,2020-02-25,322.0,10.0,60461.828,205.554593050928,294140.00000000023,0.5325674241936582,0.01653936099980305,2020-02-25,2020-02-26,0.0,-1.0
3995.0,Italy,2020-02-26,453.0,12.0,60461.828,205.554593050928,294140.00000000023,0.749233053291078,0.01984723319976366,2020-02-25,2020-02-26,1.0,0.0
3996.0,Italy,2020-02-27,655.0,17.0,60461.828,205.554593050928,294140.00000000023,1.0833281454870998,0.02811691369966518,2020-02-25,2020-02-26,2.0,1.0
3997.0,Italy,2020-02-28,888.0,21.0,60461.828,205.554593050928,294140.00000000023,1.4686952567825107,0.0347326580995864,2020-02-25,2020-02-26,3.0,2.0
3998.0,Italy,2020-02-29,1128.0,29.0,60461.828,205.554593050928,294140.00000000023,1.865639920777784,0.04796414689942884,2020-02-25,2020-02-26,4.0,3.0
3999.0,Italy,2020-03-01,1694.0,34.0,60461.828,205.554593050928,294140.00000000023,2.8017677533666365,0.05623382739933036,2020-02-25,2020-02-26,5.0,4.0
4000.0,Italy,2020-03-02,2036.0,52.0,60461.828,205.554593050928,294140.00000000023,3.3674138995599003,0.08600467719897585,2020-02-25,2020-02-26,6.0,5.0
4001.0,Italy,2020-03-03,2502.0,79.0,60461.828,205.554593050928,294140.00000000023,4.138148122150723,0.1306609518984441,2020-02-25,2020-02-26,7.0,6.0
4002.0,Italy,2020-03-04,3089.0,107.0,60461.828,205.554593050928,294140.00000000023,5.109008612839162,0.17697116269789262,2020-02-25,2020-02-26,8.0,7.0
4003.0,Italy,2020-03-05,3858.0,148.0,60461.828,205.554593050928,294140.00000000023,6.380885473724016,0.24478254279708514,2020-02-25,2020-02-26,9.0,8.0
4004.0,Italy,2020-03-06,4636.0,197.0,60461.828,205.554593050928,294140.00000000023,7.667647759508693,0.32582541169612006,2020-02-25,2020-02-26,10.0,9.0
4005.0,Italy,2020-03-07,5883.0,233.0,60461.828,205.554593050928,294140.00000000023,9.730106076184134,0.385367111295411,2020-02-25,2020-02-26,11.0,10.0
4006.0,Italy,2020-03-08,7375.0,366.0,60461.828,205.554593050928,294140.00000000023,12.19777873735475,0.6053406125927916,2020-02-25,2020-02-26,12.0,11.0
4007.0,Italy,2020-03-09,9172.0,463.0,60461.828,205.554593050928,294140.00000000023,15.169901909019357,0.7657724142908812,2020-02-25,2020-02-26,13.0,12.0
4008.0,Italy,2020-03-10,10149.0,631.0,60461.828,205.554593050928,294140.00000000023,16.785797478700115,1.0436336790875724,2020-02-25,2020-02-26,14.0,13.0
4009.0,Italy,2020-03-11,12462.0,827.0,60461.828,205.554593050928,294140.00000000023,20.61135167795456,1.367805154683712,2020-02-25,2020-02-26,15.0,14.0
4010.0,Italy,2020-03-12,12462.0,827.0,60461.828,205.554593050928,294140.00000000023,20.61135167795456,1.367805154683712,2020-02-25,2020-02-26,16.0,15.0
4011.0,Italy,2020-03-13,17660.0,1266.0,60461.828,205.554593050928,294140.00000000023,29.208511525652188,2.093883102575066,2020-02-25,2020-02-26,17.0,16.0
4012.0,Italy,2020-03-14,21157.0,1441.0,60461.828,205.554593050928,294140.00000000023,34.99232606728331,2.3833219200716194,2020-02-25,2020-02-26,18.0,17.0
4013.0,Italy,2020-03-15,24747.0,1809.0,60461.828,205.554593050928,294140.00000000023,40.929956666212604,2.9919704048643716,2020-02-25,2020-02-26,19.0,18.0
4014.0,Italy,2020-03-16,27980.0,2158.0,60461.828,205.554593050928,294140.00000000023,46.27713207744893,3.569194103757498,2020-02-25,2020-02-26,20.0,19.0
4070.0,Japan,2020-01-22,2.0,0.0,126476.458,346.933817942423,364554.99999999994,0.0015813219563754703,0.0,2020-03-11,2020-03-11,-49.0,-49.0
4071.0,Japan,2020-01-23,1.0,0.0,126476.458,346.933817942423,364554.99999999994,0.0007906609781877351,0.0,2020-03-11,2020-03-11,-48.0,-48.0
4072.0,Japan,2020-01-24,2.0,0.0,126476.458,346.933817942423,364554.99999999994,0.0015813219563754703,0.0,2020-03-11,2020-03-11,-47.0,-47.0
4073.0,Japan,2020-01-25,2.0,0.0,126476.458,346.933817942423,364554.99999999994,0.0015813219563754703,0.0,2020-03-11,2020-03-11,-46.0,-46.0
4074.0,Japan,2020-01-26,4.0,0.0,126476.458,346.933817942423,364554.99999999994,0.0031626439127509405,0.0,2020-03-11,2020-03-11,-45.0,-45.0
4075.0,Japan,2020-01-27,4.0,0.0,126476.458,346.933817942423,364554.99999999994,0.0031626439127509405,0.0,2020-03-11,2020-03-11,-44.0,-44.0
4076.0,Japan,2020-01-28,7.0,0.0,126476.458,346.933817942423,364554.99999999994,0.005534626847314146,0.0,2020-03-11,2020-03-11,-43.0,-43.0
4077.0,Japan,2020-01-29,7.0,0.0,126476.458,346.933817942423,364554.99999999994,0.005534626847314146,0.0,2020-03-11,2020-03-11,-42.0,-42.0
4078.0,Japan,2020-01-30,11.0,0.0,126476.458,346.933817942423,364554.99999999994,0.008697270760065087,0.0,2020-03-11,2020-03-11,-41.0,-41.0
4079.0,Japan,2020-01-31,15.0,0.0,126476.458,346.933817942423,364554.99999999994,0.011859914672816028,0.0,2020-03-11,2020-03-11,-40.0,-40.0
4080.0,Japan,2020-02-01,20.0,0.0,126476.458,346.933817942423,364554.99999999994,0.015813219563754703,0.0,2020-03-11,2020-03-11,-39.0,-39.0
4081.0,Japan,2020-02-02,20.0,0.0,126476.458,346.933817942423,364554.99999999994,0.015813219563754703,0.0,2020-03-11,2020-03-11,-38.0,-38.0
4082.0,Japan,2020-02-03,20.0,0.0,126476.458,346.933817942423,364554.99999999994,0.015813219563754703,0.0,2020-03-11,2020-03-11,-37.0,-37.0
4083.0,Japan,2020-02-04,22.0,0.0,126476.458,346.933817942423,364554.99999999994,0.017394541520130175,0.0,2020-03-11,2020-03-11,-36.0,-36.0
4084.0,Japan,2020-02-05,22.0,0.0,126476.458,346.933817942423,364554.99999999994,0.017394541520130175,0.0,2020-03-11,2020-03-11,-35.0,-35.0
4085.0,Japan,2020-02-06,45.0,0.0,126476.458,346.933817942423,364554.99999999994,0.03557974401844808,0.0,2020-03-11,2020-03-11,-34.0,-34.0
4086.0,Japan,2020-02-07,25.0,0.0,126476.458,346.933817942423,364554.99999999994,0.019766524454693377,0.0,2020-03-11,2020-03-11,-33.0,-33.0
4087.0,Japan,2020-02-08,25.0,0.0,126476.458,346.933817942423,364554.99999999994,0.019766524454693377,0.0,2020-03-11,2020-03-11,-32.0,-32.0
4088.0,Japan,2020-02-09,26.0,0.0,126476.458,346.933817942423,364554.99999999994,0.02055718543288111,0.0,2020-03-11,2020-03-11,-31.0,-31.0
4089.0,Japan,2020-02-10,26.0,0.0,126476.458,346.933817942423,364554.99999999994,0.02055718543288111,0.0,2020-03-11,2020-03-11,-30.0,-30.0
4090.0,Japan,2020-02-11,26.0,0.0,126476.458,346.933817942423,364554.99999999994,0.02055718543288111,0.0,2020-03-11,2020-03-11,-29.0,-29.0
4091.0,Japan,2020-02-12,28.0,0.0,126476.458,346.933817942423,364554.99999999994,0.022138507389256584,0.0,2020-03-11,2020-03-11,-28.0,-28.0
4092.0,Japan,2020-02-13,28.0,1.0,126476.458,346.933817942423,364554.99999999994,0.022138507389256584,0.0007906609781877351,2020-03-11,2020-03-11,-27.0,-27.0
4093.0,Japan,2020-02-14,29.0,1.0,126476.458,346.933817942423,364554.99999999994,0.022929168367444318,0.0007906609781877351,2020-03-11,2020-03-11,-26.0,-26.0
4094.0,Japan,2020-02-15,43.0,1.0,126476.458,346.933817942423,364554.99999999994,0.03399842206207261,0.0007906609781877351,2020-03-11,2020-03-11,-25.0,-25.0
4095.0,Japan,2020-02-16,59.0,1.0,126476.458,346.933817942423,364554.99999999994,0.04664899771307637,0.0007906609781877351,2020-03-11,2020-03-11,-24.0,-24.0
4096.0,Japan,2020-02-17,66.0,1.0,126476.458,346.933817942423,364554.99999999994,0.05218362456039052,0.0007906609781877351,2020-03-11,2020-03-11,-23.0,-23.0
4097.0,Japan,2020-02-18,74.0,1.0,126476.458,346.933817942423,364554.99999999994,0.0585089123858924,0.0007906609781877351,2020-03-11,2020-03-11,-22.0,-22.0
4098.0,Japan,2020-02-19,84.0,1.0,126476.458,346.933817942423,364554.99999999994,0.06641552216776975,0.0007906609781877351,2020-03-11,2020-03-11,-21.0,-21.0
4099.0,Japan,2020-02-20,94.0,1.0,126476.458,346.933817942423,364554.99999999994,0.0743221319496471,0.0007906609781877351,2020-03-11,2020-03-11,-20.0,-20.0
4100.0,Japan,2020-02-21,105.0,1.0,126476.458,346.933817942423,364554.99999999994,0.08301940270971218,0.0007906609781877351,2020-03-11,2020-03-11,-19.0,-19.0
4101.0,Japan,2020-02-22,122.0,1.0,126476.458,346.933817942423,364554.99999999994,0.09646063933890368,0.0007906609781877351,2020-03-11,2020-03-11,-18.0,-18.0
4102.0,Japan,2020-02-23,147.0,1.0,126476.458,346.933817942423,364554.99999999994,0.11622716379359706,0.0007906609781877351,2020-03-11,2020-03-11,-17.0,-17.0
4103.0,Japan,2020-02-24,159.0,1.0,126476.458,346.933817942423,364554.99999999994,0.1257150955318499,0.0007906609781877351,2020-03-11,2020-03-11,-16.0,-16.0
4104.0,Japan,2020-02-25,170.0,1.0,126476.458,346.933817942423,364554.99999999994,0.13441236629191497,0.0007906609781877351,2020-03-11,2020-03-11,-15.0,-15.0
4105.0,Japan,2020-02-26,189.0,2.0,126476.458,346.933817942423,364554.99999999994,0.14943492487748194,0.0015813219563754703,2020-03-11,2020-03-11,-14.0,-14.0
4106.0,Japan,2020-02-27,214.0,4.0,126476.458,346.933817942423,364554.99999999994,0.16920144933217532,0.0031626439127509405,2020-03-11,2020-03-11,-13.0,-13.0
4107.0,Japan,2020-02-28,228.0,4.0,126476.458,346.933817942423,364554.99999999994,0.18027070302680362,0.0031626439127509405,2020-03-11,2020-03-11,-12.0,-12.0
4108.0,Japan,2020-02-29,241.0,5.0,126476.458,346.933817942423,364554.99999999994,0.19054929574324417,0.003953304890938676,2020-03-11,2020-03-11,-11.0,-11.0
4109.0,Japan,2020-03-01,256.0,6.0,126476.458,346.933817942423,364554.99999999994,0.2024092104160602,0.004743965869126411,2020-03-11,2020-03-11,-10.0,-10.0
4110.0,Japan,2020-03-02,274.0,6.0,126476.458,346.933817942423,364554.99999999994,0.21664110802343942,0.004743965869126411,2020-03-11,2020-03-11,-9.0,-9.0
4111.0,Japan,2020-03-03,293.0,6.0,126476.458,346.933817942423,364554.99999999994,0.23166366660900642,0.004743965869126411,2020-03-11,2020-03-11,-8.0,-8.0
4112.0,Japan,2020-03-04,331.0,6.0,126476.458,346.933817942423,364554.99999999994,0.26170878378014034,0.004743965869126411,2020-03-11,2020-03-11,-7.0,-7.0
4113.0,Japan,2020-03-05,360.0,6.0,126476.458,346.933817942423,364554.99999999994,0.28463795214758464,0.004743965869126411,2020-03-11,2020-03-11,-6.0,-6.0
4114.0,Japan,2020-03-06,420.0,6.0,126476.458,346.933817942423,364554.99999999994,0.33207761083884874,0.004743965869126411,2020-03-11,2020-03-11,-5.0,-5.0
4115.0,Japan,2020-03-07,461.0,6.0,126476.458,346.933817942423,364554.99999999994,0.36449471094454594,0.004743965869126411,2020-03-11,2020-03-11,-4.0,-4.0
4116.0,Japan,2020-03-08,502.0,6.0,126476.458,346.933817942423,364554.99999999994,0.3969118110502431,0.004743965869126411,2020-03-11,2020-03-11,-3.0,-3.0
4117.0,Japan,2020-03-09,511.0,10.0,126476.458,346.933817942423,364554.99999999994,0.4040277598539327,0.007906609781877351,2020-03-11,2020-03-11,-2.0,-2.0
4118.0,Japan,2020-03-10,581.0,10.0,126476.458,346.933817942423,364554.99999999994,0.4593740283270741,0.007906609781877351,2020-03-11,2020-03-11,-1.0,-1.0
4119.0,Japan,2020-03-11,639.0,15.0,126476.458,346.933817942423,364554.99999999994,0.5052323650619628,0.011859914672816028,2020-03-11,2020-03-11,0.0,0.0
4120.0,Japan,2020-03-12,639.0,16.0,126476.458,346.933817942423,364554.99999999994,0.5052323650619628,0.012650575651003762,2020-03-11,2020-03-11,1.0,1.0
4121.0,Japan,2020-03-13,701.0,19.0,126476.458,346.933817942423,364554.99999999994,0.5542533457096023,0.015022558585566968,2020-03-11,2020-03-11,2.0,2.0
4122.0,Japan,2020-03-14,773.0,22.0,126476.458,346.933817942423,364554.99999999994,0.6111809361391193,0.017394541520130175,2020-03-11,2020-03-11,3.0,3.0
4123.0,Japan,2020-03-15,839.0,22.0,126476.458,346.933817942423,364554.99999999994,0.6633645606995098,0.017394541520130175,2020-03-11,2020-03-11,4.0,4.0
4124.0,Japan,2020-03-16,825.0,27.0,126476.458,346.933817942423,364554.99999999994,0.6522953070048815,0.02134784641106885,2020-03-11,2020-03-11,5.0,5.0
4345.0,South Korea,2020-01-22,1.0,0.0,51269.183,527.297984161267,97230.00000000001,0.0019504894392407231,0.0,2020-02-22,2020-02-26,-31.0,-35.0
4346.0,South Korea,2020-01-23,1.0,0.0,51269.183,527.297984161267,97230.00000000001,0.0019504894392407231,0.0,2020-02-22,2020-02-26,-30.0,-34.0
4347.0,South Korea,2020-01-24,2.0,0.0,51269.183,527.297984161267,97230.00000000001,0.0039009788784814463,0.0,2020-02-22,2020-02-26,-29.0,-33.0
4348.0,South Korea,2020-01-25,2.0,0.0,51269.183,527.297984161267,97230.00000000001,0.0039009788784814463,0.0,2020-02-22,2020-02-26,-28.0,-32.0
4349.0,South Korea,2020-01-26,3.0,0.0,51269.183,527.297984161267,97230.00000000001,0.005851468317722168,0.0,2020-02-22,2020-02-26,-27.0,-31.0
4350.0,South Korea,2020-01-27,4.0,0.0,51269.183,527.297984161267,97230.00000000001,0.0078019577569628925,0.0,2020-02-22,2020-02-26,-26.0,-30.0
4351.0,South Korea,2020-01-28,4.0,0.0,51269.183,527.297984161267,97230.00000000001,0.0078019577569628925,0.0,2020-02-22,2020-02-26,-25.0,-29.0
